slice_id,clean_dice,clean_uncertainty,N_5_dice,N_5_uncertainty,S_5_dice,S_5_uncertainty,E_5_dice,E_5_uncertainty,W_5_dice,W_5_uncertainty,N_10_dice,N_10_uncertainty,S_10_dice,S_10_uncertainty,E_10_dice,E_10_uncertainty,W_10_dice,W_10_uncertainty
img0026_slice_086,0.011738812,0.004465653,0.021960783749818802,0.004140269942581654,0.002721088472753763,0.005895957350730896,0.0,0.005320079158991575,0.12535612285137177,0.007066903170198202,0.02987421303987503,0.004695379640907049,0.0,0.0069548022001981735,0.0,0.007055229041725397,0.25791046023368835,0.006925391498953104
img0026_slice_087,0.0,0.0024548015,0.0,0.0024116993881762028,0.0,0.00245254416950047,0.0,0.0032213956583291292,0.0,0.0030922682490199804,0.0,0.0028693475760519505,0.0,0.002646279986947775,0.0,0.003801560727879405,0.171844020485878,0.007429257966578007
img0026_slice_088,0.0,0.0025645052,0.0,0.003031764877960086,0.0,0.002836954779922962,0.0,0.0029676971025764942,0.0,0.003798712743446231,0.0,0.004060262814164162,0.0,0.0033866283483803272,0.0,0.003501688363030553,0.15302012860774994,0.011631877161562443
img0026_slice_089,0.06546165,0.005934074,0.023976024240255356,0.005374695174396038,,,0.0,0.0055782850831747055,0.28103944659233093,0.006048707757145166,0.0,0.0038143086712807417,0.12238951027393341,0.005212855059653521,,,0.43250951170921326,0.005632027983665466
img0026_slice_090,0.008333334,0.0067705805,0.0,0.004881295375525951,,,0.0,0.00715803075581789,0.2857142984867096,0.005326045211404562,0.0009955201530829072,0.0033853871282190084,,,,,0.43838489055633545,0.003973138518631458
img0026_slice_091,0.019543974,0.009095326,0.0008904719725251198,0.007556578144431114,,,0.0,0.008509957231581211,0.3042575418949127,0.005249419249594212,0.0008510638144798577,0.00635407492518425,0.04497908055782318,0.008973614312708378,0.0,0.009176717139780521,0.43808475136756897,0.0037319641560316086
img0026_slice_092,0.05970149,0.0066517177,0.021149424836039543,0.00665192399173975,0.15868794918060303,0.006891313008964062,0.0,0.006066542584449053,0.3487129807472229,0.004571335855871439,0.006986899767071009,0.005636734422296286,,,0.0,0.007271707057952881,0.4084506928920746,0.003201092826202512
img0026_slice_093,0.0123583935,0.004455754,0.006996501702815294,0.0046636988408863544,0.04627249389886856,0.005209171678870916,0.0,0.004348859656602144,0.2595033049583435,0.005199510604143143,0.0029154520016163588,0.004763005767017603,,,0.0,0.005487177986651659,0.39453551173210144,0.003714760299772024
img0026_slice_094,0.055415615,0.006040184,0.014105793088674545,0.005925455130636692,,,0.0,0.0051361252553761005,0.3007940351963043,0.006681549362838268,0.00296882726252079,0.005629656836390495,0.13320274651050568,0.005839711055159569,0.0,0.004902592860162258,0.41783568263053894,0.004405342973768711
img0026_slice_095,0.007216495,0.0058475407,0.0,0.005359177477657795,,,0.0,0.004884742666035891,0.2923809587955475,0.005906614009290934,0.0,0.004975415766239166,0.09229258447885513,0.005723095033317804,,,0.41194969415664673,0.003878273768350482
img0026_slice_096,0.06685237,0.006318171,0.04511278122663498,0.006397971883416176,,,0.0009394082007929683,0.005738718900829554,0.27542755007743835,0.007448396645486355,0.011753182858228683,0.00565462838858366,0.08287568390369415,0.005318738054484129,0.0,0.006365316454321146,0.3997906744480133,0.004943390842527151
img0026_slice_097,0.06279734,0.00453372,0.038222648203372955,0.004600668326020241,,,0.017890771850943565,0.00414405157789588,0.21146245300769806,0.005116341635584831,0.017307693138718605,0.004087981302291155,0.102464959025383,0.005704397335648537,0.0,0.005124385468661785,0.42341870069503784,0.0040749735198915005
img0026_slice_098,0.083636366,0.0051238206,0.0459347739815712,0.004650624934583902,0.12527963519096375,0.005582559388130903,0.02002730965614319,0.0044016288593411446,0.28169015049934387,0.006812112871557474,0.011131725274026394,0.0039135972037911415,0.08392941951751709,0.005406256299465895,0.0,0.00464756041765213,0.42955663800239563,0.0049975416623055935
img0026_slice_099,0.019668737,0.0049030175,0.0020408162381500006,0.004243558272719383,0.06189751252532005,0.005167488474398851,0.0,0.003970754332840443,0.28611239790916443,0.007027766667306423,0.0,0.0031708681490272284,0.09244532883167267,0.0052014850080013275,0.0,0.004398254211992025,0.4192546606063843,0.003843615297228098
